ein,strein,name,sub_name,city,state,ntee_code,score,id,careofname,address,zipcode,ruling_date,asset_amount,income_amount,revenue_amount,created_at,updated_at
133859678,13-3859678,23RD STREET COMMUNITY PROJECTS INC,23RD STREET COMMUNITY PROJECTS INC,NEW YORK,NY,S20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
812807802,81-2807802,24 BOND ARTS CENTER INC,24 BOND ARTS CENTER INC,NEW YORK,NY,A65,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
261458511,26-1458511,244 CLAREMONT CORPORATION,244 CLAREMONT CORPORATION,WHITE PLAINS,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
273656084,27-3656084,24ST SENECA VOLUNTEER FIRE COMPANY INC,24ST SENECA VOLUNTEER FIRE COMPANY INC,WEST SENECA,NY,M24,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133322996,13-3322996,270 ALEXANDER AVENUE HOUSING DEVELOPMENT FUND CORPORATION,270 ALEXANDER AVENUE HOUSING DEVELOPMENT FUND CORPORATION,BRONX,NY,L20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
833394048,83-3394048,2LEAF PRESS INC,2LEAF PRESS INC,NEW YORK,NY,A33,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
263981934,26-3981934,2ND CHANCE SOLUTIONS INC,2ND CHANCE SOLUTIONS INC,BRONX,NY,L40,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112890020,11-2890020,2ND ST JOHN MISSIONARY BAPTIST,2ND ST JOHN MISSIONARY BAPTIST,BROOKLYN,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
593818372,59-3818372,3 SISTAS EDUCATIONAL SERVICES INC,3 SISTAS EDUCATIONAL SERVICES INC,BRONX,NY,B90,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
831837605,83-1837605,3 VILLAGE BASKETBALL LEAGUE INC,3 VILLAGE BASKETBALL LEAGUE INC,BOHEMIA,NY,N62,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113637702,11-3637702,3-D STUDIOS CREATIVE ARTS FOUNDATION,3-D STUDIOS CREATIVE ARTS FOUNDATION,HUNTINGTN STA,NY,A60,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
134002491,13-4002491,3-LEGGED DOG INC,3-LEGGED DOG INC,NEW YORK,NY,A30,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
834206639,83-4206639,300 DECATUR ST BLOCK ASSOCIATION,300 DECATUR ST BLOCK ASSOCIATION,BROOKLYN,NY,S22,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
462592248,46-2592248,301 HOUSING DEVELOPMENT FUND CORPORATION,301 HOUSING DEVELOPMENT FUND CORPORATION,NEW YORK,NY,I21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
471854056,47-1854056,30CITY,30CITY,PLATTSBURGH,NY,A26,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
113316543,11-3316543,30TH VIRGINIA INC,30TH VIRGINIA INC,BAY SHORE,NY,A80,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
311668520,31-1668520,314 HUDSON STREET CORP,314 HUDSON STREET CORP,SYRACUSE,NY,L21,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
473910932,47-3910932,315K FOR THE CURE,315K FOR THE CURE,UTICA,NY,G12,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
112077483,11-2077483,32-43-49TH ST HOLDING CORP,32-43-49TH ST HOLDING CORP,LONG IS CITY,NY,None,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
223430324,22-3430324,320-322 BERGEN ST HOUSING DEVELOPMENT FUND CORPORATION,320-322 BERGEN ST HOUSING DEVELOPMENT FUND CORPORATION,BROOKLYN,NY,L20,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
208393471,20-8393471,3256 FOUNDATION INC,3256 FOUNDATION INC,MEDFORD,NY,B82,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
133460251,13-3460251,334-336 BERGEN STREET HOUSING DEVELOPMENT FUND CORPORATION,334-336 BERGEN STREET HOUSING DEVELOPMENT FUND CORPORATION,NEW YORK,NY,L200,2.7644787,141773374,% RUSSELL C BRAVATA,PO BOX 162,12090-0162,8/1/94,0,0,0,2020-11-18T13:13:20.963Z,2020-11-18T13:13:20.963Z
